Age,Salary,Experience,Credit_Score,Existing_Loans,EMI_Burden,Loan_Amount,Job_Type,City,Education,Marital_Status,Loan_Purpose,Loan_Approved
49,33707,30,347,0,46,686884,Government Job,Jaipur,High School,Married,Personal Loan,0
42,47328,23,803,2,27,1029138,Private Job,Indore,Graduate,Married,Education Loan,1
58,86712,35,877,0,23,1437001,Private Job,Bhopal,Graduate,Married,Home Loan,1
63,90524,40,857,2,54,563827,Self Employed,Mumbai,Post Graduate,Married,Home Loan,1
49,10000,27,521,3,67,1225025,Government Job,Mumbai,High School,Married,Home Loan,0
62,78555,40,468,0,28,332324,Government Job,Jaipur,Graduate,Single,Home Loan,1
25,48955,4,655,3,79,129343,Private Job,Delhi,Post Graduate,Married,Home Loan,0
50,70479,28,409,1,52,622064,Government Job,Mumbai,Post Graduate,Single,Car Loan,1
43,117820,21,716,4,61,531465,Government Job,Bhopal,High School,Married,Personal Loan,0
41,35355,18,303,3,63,1455873,Private Job,Mumbai,Post Graduate,Married,Personal Loan,0
46,74838,27,863,2,26,158180,Self Employed,Bhopal,Graduate,Married,Personal Loan,1
41,91887,19,609,1,38,641079,Government Job,Mumbai,High School,Married,Car Loan,1
40,62477,19,414,4,86,1087537,Self Employed,Bhopal,Graduate,Married,Home Loan,0
43,41429,24,485,0,29,1319338,Government Job,Indore,Graduate,Married,Car Loan,0
24,40922,4,451,0,86,977173,Private Job,Indore,High School,Divorced,Personal Loan,0
41,45596,22,356,3,42,309293,Private Job,Bhopal,High School,Single,Education Loan,0
41,67022,23,875,0,77,624945,Private Job,Delhi,Post Graduate,Single,Education Loan,1
21,39444,1,547,2,22,1181178,Government Job,Bhopal,Graduate,Married,Car Loan,1
35,77749,16,860,3,22,1189722,Government Job,Bhopal,High School,Married,Car Loan,1
37,72572,14,824,2,74,657578,Self Employed,Bhopal,High School,Married,Car Loan,0
34,10000,10,559,2,67,138536,Private Job,Bhopal,Graduate,Married,Car Loan,0
39,93741,17,597,3,71,1371370,Self Employed,Mumbai,Graduate,Single,Personal Loan,0
54,126276,36,488,0,37,818767,Private Job,Jaipur,Graduate,Married,Personal Loan,1
26,45597,8,323,0,83,1160385,Government Job,Bhopal,Graduate,Divorced,Personal Loan,0
26,87477,6,887,2,41,1422694,Private Job,Jaipur,Post Graduate,Married,Home Loan,1
25,100407,4,651,2,31,856026,Government Job,Jaipur,High School,Married,Personal Loan,1
27,81512,4,332,3,82,737443,Government Job,Indore,Post Graduate,Single,Home Loan,0
53,76858,29,377,0,32,1071316,Private Job,Jaipur,High School,Single,Home Loan,0
33,10000,9,785,4,39,652104,Private Job,Bhopal,Post Graduate,Single,Home Loan,0
21,51475,3,344,0,28,1350724,Government Job,Bhopal,Graduate,Divorced,Education Loan,1
33,55461,10,501,0,52,243415,Self Employed,Jaipur,High School,Married,Car Loan,0
63,100070,39,692,1,18,637097,Private Job,Mumbai,High School,Single,Home Loan,1
47,21570,28,719,2,25,707535,Government Job,Bhopal,Graduate,Single,Education Loan,1
27,118496,3,505,1,36,1498071,Government Job,Indore,Post Graduate,Married,Education Loan,1
23,109053,1,784,1,18,1194677,Private Job,Jaipur,High School,Single,Personal Loan,1
45,30228,25,521,0,50,287603,Government Job,Mumbai,High School,Married,Home Loan,0
53,22518,32,395,0,48,905812,Government Job,Mumbai,Post Graduate,Single,Education Loan,0
60,92451,38,572,2,76,974906,Private Job,Delhi,High School,Married,Home Loan,0
37,51303,14,560,0,21,914632,Private Job,Indore,Graduate,Married,Car Loan,1
34,52663,11,709,1,32,795681,Private Job,Mumbai,Graduate,Single,Car Loan,1
57,89408,36,702,3,40,256670,Government Job,Delhi,High School,Divorced,Car Loan,1
43,24775,23,599,0,41,185431,Private Job,Jaipur,High School,Divorced,Home Loan,0
44,89054,21,829,1,67,1019639,Private Job,Mumbai,Post Graduate,Married,Home Loan,1
49,22962,29,736,2,76,255526,Self Employed,Delhi,Graduate,Single,Car Loan,0
58,21116,37,656,1,53,1357754,Private Job,Indore,High School,Single,Car Loan,0
47,87498,29,556,2,66,1080239,Private Job,Bhopal,High School,Divorced,Personal Loan,1
58,80736,38,715,1,47,1120666,Private Job,Delhi,Graduate,Married,Home Loan,1
60,10000,39,506,0,62,811869,Private Job,Indore,Graduate,Single,Education Loan,0
43,86542,25,333,1,37,1394769,Private Job,Indore,Graduate,Single,Education Loan,0
51,117895,27,601,3,33,765920,Private Job,Jaipur,High School,Single,Education Loan,0
56,63303,38,632,1,71,593624,Government Job,Bhopal,Graduate,Divorced,Personal Loan,1
37,98504,17,535,2,29,417676,Government Job,Indore,Post Graduate,Married,Education Loan,1
57,53377,38,321,2,31,292748,Private Job,Indore,Graduate,Married,Home Loan,1
23,92560,2,397,1,32,1358452,Private Job,Indore,Graduate,Single,Car Loan,1
56,10000,34,804,1,72,760555,Private Job,Bhopal,Graduate,Married,Car Loan,0
25,41458,6,682,0,40,311153,Government Job,Indore,Graduate,Divorced,Education Loan,1
35,145375,17,421,1,54,902147,Private Job,Mumbai,Post Graduate,Single,Home Loan,0
26,105066,2,516,0,35,1445129,Private Job,Indore,Graduate,Single,Education Loan,1
30,50754,6,576,0,23,1161171,Private Job,Bhopal,Graduate,Married,Education Loan,1
52,59388,30,425,0,73,1246808,Private Job,Indore,High School,Married,Personal Loan,0
43,26537,24,559,0,52,580888,Private Job,Bhopal,Graduate,Married,Car Loan,0
37,60509,19,653,2,16,454205,Private Job,Mumbai,High School,Married,Car Loan,1
40,10000,18,346,3,48,271218,Government Job,Indore,Graduate,Single,Education Loan,0
64,76177,40,897,1,14,1091311,Government Job,Bhopal,Graduate,Married,Personal Loan,1
61,43334,39,432,1,55,1492537,Private Job,Bhopal,Graduate,Married,Education Loan,0
35,81015,12,763,2,33,421546,Self Employed,Jaipur,Graduate,Single,Home Loan,1
64,42961,40,532,0,31,1030940,Self Employed,Indore,Graduate,Married,Car Loan,1
42,41030,22,432,3,43,197836,Government Job,Mumbai,Graduate,Married,Home Loan,0
26,87433,8,329,0,84,1258986,Government Job,Jaipur,Graduate,Married,Education Loan,0
24,46877,3,485,0,80,1407487,Government Job,Indore,Graduate,Married,Car Loan,0
43,48866,25,525,0,75,1463641,Private Job,Mumbai,Graduate,Single,Home Loan,0
64,105509,40,603,3,64,1032886,Government Job,Indore,Graduate,Married,Home Loan,0
39,104805,17,629,1,32,1118820,Private Job,Bhopal,Graduate,Married,Home Loan,1
51,85689,33,305,1,83,405608,Private Job,Mumbai,Post Graduate,Married,Education Loan,0
64,60882,40,672,3,40,1093563,Private Job,Jaipur,Graduate,Married,Education Loan,1
23,134689,5,411,2,33,372274,Private Job,Mumbai,Graduate,Married,Home Loan,1
48,101685,28,461,4,74,287083,Government Job,Bhopal,Graduate,Married,Education Loan,0
23,40710,0,548,2,82,1482325,Government Job,Mumbai,Post Graduate,Single,Personal Loan,0
34,82346,16,380,1,28,572179,Private Job,Bhopal,Graduate,Single,Home Loan,1
38,30941,14,842,0,82,227572,Private Job,Jaipur,High School,Married,Education Loan,0
47,73634,29,577,0,37,619582,Private Job,Indore,Graduate,Single,Car Loan,1
30,54817,8,628,2,59,1317255,Self Employed,Mumbai,Post Graduate,Single,Personal Loan,1
35,43895,12,573,1,29,1044596,Private Job,Delhi,Graduate,Married,Education Loan,0
39,74215,19,576,0,20,114078,Government Job,Bhopal,Graduate,Single,Education Loan,1
29,34501,11,369,0,61,170977,Government Job,Mumbai,Graduate,Divorced,Car Loan,0
24,52759,5,407,3,72,1316195,Private Job,Bhopal,Post Graduate,Married,Education Loan,0
35,74282,13,803,2,70,483649,Government Job,Bhopal,High School,Married,Personal Loan,1
28,63092,7,840,0,18,136510,Private Job,Indore,Graduate,Married,Personal Loan,1
21,54841,1,402,2,84,250984,Government Job,Delhi,Graduate,Single,Education Loan,0
27,51026,7,729,0,61,430971,Private Job,Bhopal,High School,Married,Personal Loan,1
51,52154,28,687,2,83,95317,Government Job,Indore,Graduate,Married,Car Loan,1
38,108063,15,427,4,15,433890,Private Job,Bhopal,Post Graduate,Divorced,Education Loan,0
32,91383,8,845,1,89,374575,Private Job,Bhopal,High School,Single,Education Loan,1
50,10053,28,471,0,38,551875,Government Job,Delhi,High School,Divorced,Car Loan,0
53,29709,32,665,0,80,251325,Private Job,Mumbai,High School,Married,Home Loan,0
27,23535,5,357,1,73,808358,Private Job,Bhopal,High School,Married,Personal Loan,0
48,46840,28,744,0,55,216196,Private Job,Delhi,Post Graduate,Single,Personal Loan,1
23,97155,1,678,4,12,1035222,Private Job,Indore,Post Graduate,Married,Education Loan,0
63,35798,40,693,1,68,606607,Private Job,Mumbai,Graduate,Married,Education Loan,1
26,73898,4,824,1,11,495686,Private Job,Mumbai,Graduate,Married,Personal Loan,1
51,93334,29,584,0,82,263503,Government Job,Jaipur,Graduate,Single,Education Loan,0
58,10000,34,478,2,62,939549,Private Job,Delhi,Graduate,Married,Education Loan,0
35,43846,15,473,1,77,225917,Self Employed,Delhi,Post Graduate,Married,Home Loan,0
27,12052,9,706,1,85,183534,Private Job,Delhi,Graduate,Single,Home Loan,0
63,41052,40,834,3,79,1164654,Government Job,Jaipur,High School,Married,Home Loan,0
50,74544,27,407,1,50,150424,Government Job,Indore,High School,Married,Car Loan,0
47,10000,27,806,0,38,775056,Government Job,Mumbai,Graduate,Married,Home Loan,1
37,60162,19,753,2,55,922864,Government Job,Mumbai,High School,Married,Personal Loan,1
38,10000,17,510,3,61,702756,Private Job,Mumbai,High School,Single,Car Loan,0
42,21898,19,871,4,18,1422769,Private Job,Jaipur,Post Graduate,Single,Home Loan,1
46,95978,24,452,0,20,672024,Private Job,Bhopal,High School,Married,Education Loan,0
47,80918,29,473,0,50,1434564,Self Employed,Bhopal,Graduate,Married,Home Loan,0
60,21805,40,753,1,42,768226,Self Employed,Delhi,Post Graduate,Single,Personal Loan,1
44,59969,20,807,2,82,338213,Self Employed,Jaipur,High School,Married,Home Loan,1
28,53008,7,345,0,40,278858,Government Job,Mumbai,Graduate,Divorced,Home Loan,1
41,68213,23,894,1,29,75083,Private Job,Jaipur,High School,Single,Education Loan,1
49,86421,28,715,0,82,168778,Self Employed,Jaipur,High School,Married,Home Loan,1
63,135919,39,854,0,75,490275,Government Job,Jaipur,Post Graduate,Married,Car Loan,1
41,49818,19,832,1,63,1318269,Private Job,Delhi,Graduate,Married,Home Loan,1
23,119919,4,645,3,55,633705,Private Job,Bhopal,Post Graduate,Single,Car Loan,0
51,33760,28,386,1,58,1011568,Private Job,Jaipur,Graduate,Married,Home Loan,0
47,56361,29,755,1,32,739277,Government Job,Mumbai,Graduate,Married,Home Loan,1
47,45403,27,623,0,23,206000,Government Job,Indore,Graduate,Single,Personal Loan,1
29,46979,5,315,2,87,1046868,Self Employed,Jaipur,Graduate,Married,Car Loan,0
53,67127,29,383,3,78,1394537,Self Employed,Delhi,Graduate,Married,Personal Loan,0
53,83070,29,486,4,17,1375937,Self Employed,Jaipur,High School,Divorced,Personal Loan,0
46,70794,25,860,0,20,248017,Private Job,Bhopal,High School,Married,Education Loan,1
48,83293,30,339,0,82,169138,Private Job,Delhi,High School,Divorced,Car Loan,0
64,80855,40,346,3,68,748509,Private Job,Jaipur,High School,Married,Personal Loan,0
63,69906,40,414,3,24,412245,Private Job,Indore,High School,Divorced,Home Loan,0
51,56624,30,586,3,75,778132,Private Job,Indore,Graduate,Single,Education Loan,0
21,41645,3,499,0,54,806644,Government Job,Mumbai,Post Graduate,Single,Car Loan,0
40,46072,18,840,1,59,1094966,Private Job,Mumbai,Post Graduate,Single,Education Loan,1
32,100871,11,433,0,29,1200326,Private Job,Jaipur,High School,Married,Education Loan,1
37,44645,15,822,1,75,592929,Government Job,Mumbai,High School,Divorced,Home Loan,0
35,77681,17,363,0,49,549540,Private Job,Indore,Post Graduate,Married,Education Loan,1
54,105795,36,683,1,25,1324121,Private Job,Jaipur,Post Graduate,Married,Home Loan,1
36,75893,16,708,0,22,1168104,Self Employed,Delhi,Graduate,Divorced,Car Loan,1
24,67664,2,468,0,21,392124,Self Employed,Delhi,High School,Married,Home Loan,0
28,112352,7,777,0,55,643955,Government Job,Indore,Post Graduate,Single,Education Loan,1
54,65063,33,679,0,67,517212,Private Job,Jaipur,Graduate,Single,Home Loan,1
45,48609,25,333,2,46,557317,Government Job,Bhopal,High School,Married,Education Loan,0
35,109818,16,798,1,78,906418,Government Job,Bhopal,High School,Single,Car Loan,1
48,48896,25,610,0,51,77466,Private Job,Jaipur,Graduate,Married,Home Loan,0
29,62391,9,681,2,32,787279,Private Job,Mumbai,Post Graduate,Single,Home Loan,1
22,45169,1,331,1,50,321151,Private Job,Jaipur,Graduate,Single,Personal Loan,0
37,10000,15,409,4,52,501935,Private Job,Bhopal,High School,Single,Education Loan,0
30,12343,10,670,1,45,683419,Government Job,Jaipur,Graduate,Single,Education Loan,1
29,28113,7,788,4,54,1194005,Private Job,Jaipur,Graduate,Married,Car Loan,0
51,61488,32,882,0,20,1416302,Private Job,Indore,Graduate,Divorced,Car Loan,1
22,65001,1,705,1,62,387280,Self Employed,Bhopal,Graduate,Married,Car Loan,1
44,70639,25,525,0,58,1066169,Private Job,Jaipur,High School,Single,Car Loan,1
39,39913,17,668,2,29,383083,Government Job,Mumbai,Post Graduate,Single,Car Loan,1
37,37671,14,843,1,39,250887,Government Job,Indore,Graduate,Single,Education Loan,1
63,154504,40,742,1,59,996963,Self Employed,Indore,Post Graduate,Married,Car Loan,1
30,39651,12,612,1,57,701123,Self Employed,Jaipur,Post Graduate,Divorced,Car Loan,0
48,73560,26,820,0,10,349198,Self Employed,Mumbai,Graduate,Single,Education Loan,1
58,92992,38,406,0,67,91691,Government Job,Jaipur,Graduate,Married,Education Loan,1
48,73876,25,817,0,39,173726,Government Job,Bhopal,Post Graduate,Single,Home Loan,1
21,52489,0,387,0,47,508276,Private Job,Bhopal,Graduate,Single,Personal Loan,1
23,25916,1,824,0,20,1169800,Government Job,Delhi,Graduate,Single,Car Loan,1
35,25163,15,825,2,72,720464,Government Job,Delhi,Post Graduate,Single,Education Loan,1
30,47181,7,757,0,89,1029334,Self Employed,Mumbai,Graduate,Married,Education Loan,1
41,55829,22,536,1,78,585641,Government Job,Jaipur,High School,Single,Personal Loan,0
57,58804,33,568,2,71,924651,Private Job,Delhi,Graduate,Single,Personal Loan,0
35,38355,14,803,2,47,1240580,Private Job,Mumbai,Graduate,Single,Personal Loan,1
43,45579,20,503,3,62,433807,Private Job,Bhopal,High School,Married,Personal Loan,0
34,101600,16,613,1,71,344802,Private Job,Jaipur,Graduate,Married,Car Loan,0
35,29193,16,520,1,39,154922,Self Employed,Bhopal,High School,Married,Home Loan,0
30,39464,8,567,3,60,1006581,Self Employed,Mumbai,Post Graduate,Divorced,Personal Loan,0
29,20858,5,403,2,60,1006468,Government Job,Indore,Graduate,Single,Personal Loan,0
64,145805,40,586,1,23,124857,Government Job,Jaipur,Graduate,Single,Car Loan,1
59,10000,36,536,0,39,1481695,Government Job,Jaipur,High School,Single,Education Loan,1
25,49444,1,797,3,70,255938,Private Job,Indore,Graduate,Single,Education Loan,0
45,114607,24,650,2,56,926413,Government Job,Indore,Post Graduate,Married,Home Loan,1
62,101450,40,668,2,35,567150,Private Job,Delhi,Graduate,Single,Personal Loan,1
46,70250,24,553,0,18,1377885,Government Job,Delhi,Post Graduate,Married,Car Loan,1
28,74712,9,684,0,48,271618,Self Employed,Indore,Post Graduate,Married,Personal Loan,1
42,27565,23,312,1,58,321616,Private Job,Jaipur,Graduate,Divorced,Education Loan,0
45,14198,24,846,2,17,1268548,Private Job,Jaipur,Graduate,Married,Education Loan,1
32,40322,10,551,0,54,833653,Private Job,Jaipur,Post Graduate,Single,Personal Loan,0
29,44426,6,440,3,59,629558,Self Employed,Delhi,Graduate,Single,Personal Loan,0
30,75566,6,605,0,60,564056,Private Job,Mumbai,Post Graduate,Single,Home Loan,0
30,57209,8,334,2,11,1479220,Private Job,Jaipur,Post Graduate,Single,Education Loan,1
29,110045,9,371,2,72,1130541,Self Employed,Indore,High School,Single,Education Loan,0
46,67855,27,694,2,39,223478,Private Job,Delhi,Graduate,Married,Education Loan,1
55,11282,37,782,1,70,1156798,Government Job,Jaipur,Graduate,Divorced,Education Loan,1
47,16894,24,765,2,84,334889,Private Job,Delhi,High School,Divorced,Education Loan,0
51,48596,28,406,2,42,1397674,Government Job,Delhi,Graduate,Single,Personal Loan,1
39,38646,20,442,2,22,1194397,Private Job,Delhi,High School,Married,Home Loan,0
63,59462,39,747,3,37,661584,Private Job,Mumbai,Post Graduate,Single,Home Loan,1
58,83513,40,595,0,51,507339,Government Job,Delhi,Post Graduate,Single,Car Loan,1
26,78192,2,322,4,25,1334077,Government Job,Mumbai,Graduate,Married,Education Loan,0
35,27153,14,314,3,26,170889,Government Job,Delhi,Graduate,Married,Home Loan,0
49,95699,28,792,2,27,856941,Government Job,Delhi,Graduate,Single,Car Loan,1
25,49687,6,650,1,43,230456,Private Job,Jaipur,Graduate,Divorced,Home Loan,0
34,61449,15,385,0,18,1299593,Government Job,Indore,High School,Single,Car Loan,1
22,32943,0,311,2,49,960950,Private Job,Mumbai,Post Graduate,Married,Home Loan,0
43,72372,25,645,3,33,1127737,Private Job,Delhi,Graduate,Married,Car Loan,0
64,70533,40,501,1,58,1301837,Government Job,Indore,Post Graduate,Married,Home Loan,1
39,104260,20,631,0,32,1077798,Self Employed,Indore,Graduate,Single,Education Loan,1
44,40966,23,570,2,56,311274,Private Job,Bhopal,Graduate,Single,Car Loan,0
40,62958,16,506,1,70,1352790,Government Job,Jaipur,Post Graduate,Divorced,Education Loan,1
47,71299,26,892,4,11,1117935,Self Employed,Bhopal,Post Graduate,Married,Personal Loan,1
44,69225,24,704,0,59,168794,Government Job,Jaipur,Graduate,Single,Personal Loan,1
37,98978,19,646,0,59,1339033,Self Employed,Bhopal,Graduate,Married,Car Loan,0
45,36525,23,840,3,31,270977,Government Job,Jaipur,Graduate,Divorced,Personal Loan,1
51,74364,32,487,2,72,776956,Self Employed,Jaipur,High School,Married,Car Loan,0
48,76999,27,735,2,52,406209,Government Job,Delhi,High School,Divorced,Education Loan,1
48,49054,30,662,2,60,1004840,Private Job,Bhopal,High School,Married,Car Loan,1
42,67181,22,309,0,54,1308786,Private Job,Mumbai,High School,Married,Home Loan,0
25,65749,1,531,1,33,859495,Private Job,Mumbai,Graduate,Divorced,Home Loan,1
64,73514,40,653,3,85,763043,Government Job,Indore,Graduate,Single,Home Loan,0
62,50456,38,810,2,61,1256118,Private Job,Delhi,Graduate,Married,Car Loan,1
28,36348,10,706,1,22,489812,Government Job,Bhopal,Graduate,Married,Car Loan,1
58,64978,39,465,2,77,1020316,Private Job,Indore,Graduate,Single,Education Loan,0
48,80642,26,531,2,36,85885,Private Job,Delhi,Post Graduate,Single,Car Loan,1
32,31013,14,824,2,68,1087537,Private Job,Delhi,Graduate,Married,Home Loan,1
45,85942,26,778,0,43,639471,Private Job,Delhi,Graduate,Married,Personal Loan,1
58,65347,38,689,1,41,840083,Self Employed,Bhopal,Graduate,Single,Home Loan,1
64,55915,40,608,3,59,288800,Self Employed,Bhopal,High School,Married,Education Loan,0
35,58279,17,794,1,74,432989,Self Employed,Bhopal,Graduate,Married,Car Loan,1
64,25682,40,736,0,28,738840,Government Job,Delhi,Graduate,Married,Personal Loan,1
61,66146,38,433,0,57,208103,Self Employed,Delhi,Graduate,Married,Personal Loan,0
54,53731,30,715,2,62,459337,Self Employed,Bhopal,Graduate,Married,Education Loan,1
33,67929,15,376,2,65,168295,Government Job,Mumbai,Graduate,Married,Car Loan,0
28,55561,4,846,1,68,330689,Self Employed,Bhopal,High School,Divorced,Education Loan,1
33,44572,10,301,0,68,1163663,Private Job,Bhopal,Post Graduate,Single,Car Loan,0
56,26378,33,652,0,78,660411,Government Job,Bhopal,Post Graduate,Married,Education Loan,1
26,10000,8,827,3,26,1198805,Private Job,Bhopal,Graduate,Married,Education Loan,1
58,48910,38,776,0,40,215318,Self Employed,Delhi,Graduate,Single,Home Loan,1
52,10000,34,592,1,53,1439955,Private Job,Mumbai,Post Graduate,Single,Home Loan,0
41,17069,18,471,0,43,461756,Private Job,Delhi,Graduate,Married,Personal Loan,0
64,85623,40,491,2,78,767769,Private Job,Delhi,High School,Single,Education Loan,0
64,33329,40,693,0,78,215911,Private Job,Bhopal,High School,Single,Education Loan,0
27,79622,4,721,2,51,249398,Government Job,Jaipur,Post Graduate,Single,Personal Loan,1
46,76698,28,356,1,57,596804,Private Job,Mumbai,High School,Married,Education Loan,0
35,36665,11,683,1,67,463986,Government Job,Bhopal,Graduate,Married,Personal Loan,1
62,88585,40,507,3,66,649422,Private Job,Mumbai,Post Graduate,Single,Education Loan,0
43,100403,21,325,0,85,1233789,Private Job,Jaipur,Graduate,Single,Education Loan,0
58,15928,36,804,2,14,717775,Self Employed,Jaipur,High School,Married,Car Loan,1
61,86678,40,775,4,36,1001415,Government Job,Mumbai,Graduate,Married,Home Loan,1
35,40689,13,698,4,55,150695,Private Job,Mumbai,High School,Married,Car Loan,0
60,13256,40,599,2,63,356142,Private Job,Jaipur,Graduate,Married,Car Loan,0
36,67265,12,593,0,13,116067,Government Job,Indore,Graduate,Single,Education Loan,1
52,76502,33,710,3,63,250569,Private Job,Delhi,Post Graduate,Married,Car Loan,0
57,58171,33,579,1,78,983531,Private Job,Delhi,Graduate,Single,Education Loan,0
38,114262,18,710,0,19,1176620,Private Job,Mumbai,Post Graduate,Single,Home Loan,1
40,82353,21,810,0,61,86440,Private Job,Jaipur,Graduate,Divorced,Personal Loan,1
22,58091,2,536,0,28,1290885,Private Job,Jaipur,High School,Single,Education Loan,1
43,65045,19,486,0,45,712451,Government Job,Bhopal,High School,Married,Home Loan,1
50,150872,30,332,3,55,419381,Government Job,Delhi,High School,Single,Car Loan,0
23,74220,0,550,0,19,1424842,Government Job,Mumbai,High School,Single,Home Loan,1
59,101940,40,714,0,54,1163274,Self Employed,Indore,Graduate,Single,Education Loan,1
21,88781,0,454,2,38,515375,Private Job,Mumbai,High School,Single,Car Loan,0
61,25545,40,800,0,73,1038452,Self Employed,Bhopal,Graduate,Single,Personal Loan,0
42,28324,21,542,2,19,849341,Self Employed,Jaipur,Post Graduate,Divorced,Car Loan,0
49,59140,28,374,3,21,1196232,Private Job,Indore,Graduate,Married,Personal Loan,0
34,56781,14,539,0,44,1438773,Government Job,Jaipur,Post Graduate,Married,Education Loan,1
48,68992,28,845,0,23,55228,Self Employed,Delhi,Post Graduate,Single,Car Loan,1
41,97548,23,516,2,62,418699,Private Job,Mumbai,Graduate,Married,Home Loan,1
52,84802,30,595,1,50,1466295,Private Job,Bhopal,Graduate,Single,Car Loan,0
26,15773,8,565,0,39,138792,Private Job,Delhi,Graduate,Married,Home Loan,1
21,40538,0,569,0,30,1216251,Government Job,Jaipur,High School,Single,Education Loan,0
41,109235,19,686,2,41,1433192,Private Job,Bhopal,Graduate,Single,Education Loan,1
24,78673,1,457,0,29,970818,Self Employed,Delhi,High School,Single,Car Loan,0
23,13022,1,651,2,15,106636,Private Job,Indore,Post Graduate,Married,Personal Loan,1
50,54515,30,897,0,56,876179,Private Job,Mumbai,High School,Single,Education Loan,1
51,10000,30,781,2,15,920392,Private Job,Bhopal,Post Graduate,Single,Personal Loan,1
54,92315,35,607,4,58,1341644,Private Job,Jaipur,Post Graduate,Divorced,Education Loan,0
39,76033,19,546,3,22,520186,Private Job,Delhi,Post Graduate,Married,Personal Loan,0
40,54201,21,381,4,14,327604,Private Job,Indore,Post Graduate,Married,Personal Loan,0
43,57851,25,449,0,43,935866,Private Job,Delhi,High School,Married,Home Loan,0
60,76565,39,314,4,36,829332,Private Job,Indore,Graduate,Married,Car Loan,0
45,97358,27,762,0,43,354214,Private Job,Indore,Graduate,Married,Education Loan,1
35,73105,14,424,0,62,1368793,Self Employed,Delhi,Graduate,Married,Education Loan,0
58,81745,34,895,0,35,808785,Private Job,Delhi,Graduate,Married,Education Loan,1
43,71911,23,487,0,33,635748,Private Job,Mumbai,Graduate,Married,Education Loan,0
22,101353,3,869,0,33,866029,Private Job,Mumbai,High School,Married,Home Loan,1
35,114464,14,407,1,42,90344,Government Job,Jaipur,High School,Divorced,Home Loan,1
64,40227,40,850,0,65,1057177,Private Job,Mumbai,Graduate,Married,Education Loan,1
55,54244,35,842,0,22,811823,Government Job,Delhi,Post Graduate,Married,Car Loan,1
30,61644,7,377,1,15,572388,Private Job,Bhopal,High School,Married,Car Loan,0
34,39312,14,645,0,15,367123,Private Job,Mumbai,High School,Single,Home Loan,0
47,49209,26,601,4,34,665970,Government Job,Jaipur,High School,Single,Home Loan,0
34,57803,10,830,0,45,673025,Self Employed,Mumbai,High School,Married,Education Loan,1
55,60602,34,314,0,67,867363,Private Job,Indore,Graduate,Married,Personal Loan,0
53,47483,30,541,1,57,1410319,Government Job,Jaipur,Graduate,Single,Education Loan,1
21,44001,0,335,0,65,554138,Private Job,Jaipur,Graduate,Married,Home Loan,0
54,61698,36,333,3,30,75484,Private Job,Mumbai,Graduate,Single,Education Loan,0
39,35805,19,364,1,67,608661,Private Job,Indore,Post Graduate,Married,Personal Loan,0
44,70992,22,808,0,22,766141,Private Job,Bhopal,Graduate,Single,Car Loan,1
62,22918,39,407,0,14,930207,Government Job,Mumbai,Graduate,Married,Personal Loan,1
24,59404,1,682,0,37,363333,Private Job,Jaipur,Graduate,Married,Personal Loan,1
56,109917,37,522,2,36,422561,Government Job,Delhi,High School,Married,Car Loan,1
33,52662,11,580,4,70,1212151,Private Job,Mumbai,Graduate,Single,Home Loan,0
52,86684,33,700,0,35,895095,Private Job,Jaipur,Graduate,Married,Personal Loan,1
29,26195,11,360,0,12,1236413,Private Job,Jaipur,Graduate,Married,Personal Loan,0
59,47473,38,369,2,67,218104,Private Job,Mumbai,High School,Married,Education Loan,0
36,79734,17,731,1,74,697963,Government Job,Delhi,Graduate,Married,Car Loan,1
23,10000,1,646,2,42,932826,Private Job,Mumbai,Post Graduate,Single,Car Loan,0
40,78531,19,760,0,53,816573,Self Employed,Indore,High School,Divorced,Home Loan,1
30,57644,6,576,4,77,1464960,Self Employed,Jaipur,Graduate,Single,Personal Loan,0
42,49705,20,615,1,55,773403,Private Job,Indore,Post Graduate,Single,Personal Loan,0
23,103542,5,885,2,15,251687,Government Job,Mumbai,Graduate,Single,Education Loan,1
31,16134,13,471,0,22,421205,Self Employed,Mumbai,Graduate,Married,Personal Loan,0
45,71713,22,345,0,82,695315,Private Job,Mumbai,High School,Married,Personal Loan,0
62,84974,40,331,0,54,1349772,Self Employed,Delhi,High School,Divorced,Personal Loan,0
28,38259,4,769,0,51,541617,Self Employed,Mumbai,Post Graduate,Single,Car Loan,1
29,10000,7,341,0,58,736859,Government Job,Jaipur,Graduate,Single,Education Loan,0
35,68956,13,811,0,42,1202571,Private Job,Bhopal,Graduate,Single,Home Loan,1
52,84946,33,489,0,23,504306,Self Employed,Jaipur,Graduate,Single,Education Loan,1
23,104427,3,390,0,86,1371218,Private Job,Mumbai,Post Graduate,Married,Home Loan,0
24,11140,1,623,0,77,430408,Government Job,Bhopal,Graduate,Married,Personal Loan,0
50,51872,30,339,1,64,402926,Private Job,Indore,High School,Single,Car Loan,0
33,126181,9,525,2,76,682309,Government Job,Bhopal,High School,Married,Car Loan,0
64,67692,40,409,3,35,327040,Self Employed,Mumbai,Post Graduate,Single,Car Loan,0
41,68987,17,703,3,30,83688,Private Job,Indore,Graduate,Married,Car Loan,1
61,77524,37,579,1,36,1371068,Private Job,Bhopal,Graduate,Single,Personal Loan,1
39,60933,15,600,2,12,721399,Government Job,Indore,High School,Divorced,Home Loan,1
59,51501,40,689,2,54,1136751,Private Job,Mumbai,Graduate,Married,Education Loan,1
